date,Los Angeles,New York,San Diego,Dallas,San Francisco,Boston,Atlanta,Miami,Tampa,Honolulu,U.S.
2022-12-25,-7.882499999999999,1.642533333333333,-9.121666666666666,2.3658333333333332,-12.450833333333334,3.444416666666667,8.691666666666666,3.9166666666666656,6.381666666666668,18.78333333333333,9.684999999999999
2022-12-18,-7.211666666666668,2.1300333333333326,-8.171666666666667,3.7725,-11.002499999999998,3.3960833333333342,9.8825,4.740833333333332,8.285833333333333,19.84166666666667,10.950833333333334
2022-12-11,-7.439166666666668,2.178366666666666,-8.63,3.7816666666666663,-10.744166666666665,1.716083333333334,9.749166666666666,4.185833333333332,7.448333333333333,19.625,10.805
2022-12-04,-7.423333333333333,2.2366999999999995,-8.028333333333332,4.1433333333333335,-9.910833333333331,0.8779166666666673,9.5125,4.183333333333333,6.888333333333334,19.108333333333334,10.854999999999999
2022-11-27,-6.782500000000001,2.890916666666666,-7.179166666666665,4.430833333333334,-9.069166666666666,-0.6820833333333327,9.595833333333333,4.980499999999999,7.126666666666666,19.366666666666667,11.2575
2022-11-20,-7.199999999999999,1.6667499999999995,-7.5600000000000005,3.809083333333333,-10.456666666666665,-1.1937499999999992,8.680933333333334,5.480499999999999,8.195,19.383333333333333,10.863333333333335
2022-11-13,-7.390000000000001,1.6742499999999998,-8.047500000000001,4.3974166666666665,-10.870833333333332,-1.3945833333333326,7.983016666666666,5.484666666666666,8.1025,21.158333333333335,10.6525
2022-11-06,-7.286666666666668,1.815916666666666,-8.148333333333333,3.99575,-11.034999999999998,-1.1612499999999992,7.163933333333332,5.203833333333333,8.0525,23.133333333333336,10.4025
2022-10-30,-6.745833333333333,1.271666666666666,-7.873333333333334,4.504083333333334,-10.959999999999999,0.4662500000000007,7.5531,5.751333333333332,8.921666666666667,23.516666666666666,10.7475
2022-10-23,-7.215000000000001,1.0932499999999996,-8.826666666666666,4.269083333333334,-11.924166666666665,-0.257916666666666,6.634766666666667,5.356333333333333,8.414166666666667,22.975,10.124166666666667
2022-10-16,-6.987500000000001,1.5140833333333328,-8.503333333333334,4.669916666666666,-12.265833333333331,-0.1843333333333327,6.4356,5.465499999999999,8.8341666666666665,23.633333333333333,10.240833333333335
2022-10-09,-6.910000000000001,1.9146666666666663,-8.5,4.861583333333333,-13.690833333333332,-0.5509999999999993,4.998516666666666,5.363833333333332,9.002500000000001,22.75,10.076666666666668
2022-10-02,-6.818333333333333,3.176333333333333,-8.606666666666667,4.827416666666666,-15.11833333333333,-0.5901666666666661,4.860183333333333,5.849166666666665,8.600833333333334,22.216666666666665,10.005
2022-09-25,-6.6000000000000005,3.3554999999999993,-8.690833333333332,4.151583333333333,-16.291666666666664,0.8931666666666673,4.017683333333332,6.6566666666666645,8.600833333333334,21.10833333333333,10.038333333333334
2022-09-18,-6.9625,2.0029999999999997,-8.828333333333333,4.087416666666666,-17.433333333333334,1.2190000000000007,2.9776833333333323,6.982499999999998,8.368833333333333,20.383333333333333,9.373333333333333
2022-09-11,-6.8083333333333345,1.4938333333333327,-8.8375,3.99575,-17.325,1.6131666666666673,2.665183333333333,7.404166666666666,8.863,20.633333333333333,9.306666666666667
2022-09-04,-6.607500000000001,1.1588333333333325,-9.18,4.629083333333334,-16.905,2.822333333333334,2.1618499999999994,7.822499999999999,8.864666666666666,20.725,9.24
2022-08-28,-5.918333333333334,2.4079999999999995,-8.695000000000002,5.838333333333334,-16.155,4.554833333333334,3.368416666666666,7.564166666666665,8.181333333333333,20.883333333333333,9.825833333333334
2022-08-21,-5.265000000000001,2.795499999999999,-8.070833333333335,6.4399999999999995,-16.205,5.878166666666668,4.411333333333333,7.969999999999999,9.136333333333333,19.091666666666665,10.378333333333334
2022-08-14,-4.861666666666667,3.601333333333333,-7.804166666666666,7.354999999999999,-16.763333333333332,6.429833333333333,5.078749999999999,8.81,10.229666666666667,17.533333333333335,10.553333333333333
2022-08-07,-4.676666666666667,4.600499999999999,-7.155833333333334,8.321666666666665,-16.090833333333332,6.8690000000000015,5.92625,9.735833333333332,10.746333333333334,17.316666666666666,10.753333333333332
2022-07-31,-4.185,4.795583333333333,-6.1066666666666665,9.135833333333334,-14.570833333333333,7.434833333333334,6.819583333333333,10.560833333333331,12.087166666666665,18.008333333333333,11.343333333333334
2022-07-24,-4.2058333333333335,4.102499999999999,-5.958333333333333,8.586666666666666,-14.2875,7.596666666666667,7.160416666666666,11.179166666666667,12.3255,17.15,11.226666666666667
2022-07-17,-3.67675,5.681916666666666,-5.304749999999999,9.928333333333333,-12.970833333333331,8.185833333333333,8.1725,12.174166666666665,12.2255,18.241666666666667,11.924166666666668
2022-07-10,-2.68675,5.83275,-4.125583333333333,11.151666666666667,-11.818333333333332,9.4075,8.564166666666665,13.360833333333332,13.240499999999999,18.875,12.505833333333333
2022-07-03,-2.275083333333333,6.30525,-3.556416666666667,12.479166666666668,-11.609999999999998,8.495833333333334,9.206666666666667,14.729166666666666,13.168,19.408333333333335,12.797500000000001
2022-06-26,-1.0259166666666666,7.538583333333333,-2.695666666666667,12.9125,-10.0175,8.2575,11.971666666666666,15.641666666666666,14.570833333333333,19.908333333333335,13.991666666666665
2022-06-19,-0.7709166666666666,8.30525,-2.18675,13.340833333333332,-9.338333333333331,9.185833333333333,12.375833333333333,17.2175,15.17,20.525000000000002,14.566666666666666
2022-06-12,-0.7486666666666667,7.601916666666665,-2.2392499999999997,13.2575,-10.491666666666665,9.260000000000002,12.7875,17.209166666666665,15.064166666666665,20.4,14.533333333333335
2022-06-05,-0.8595,6.461916666666665,-2.402583333333333,14.340833333333332,-10.783333333333331,8.7675,12.629166666666666,17.200833333333332,15.105833333333333,20.71666666666667,14.433333333333334
2022-05-29,-0.9361666666666666,5.047749999999999,-2.3459166666666667,13.289166666666667,-10.426666666666666,7.3950000000000005,13.070833333333335,17.533333333333335,14.450833333333332,20.925,14.091666666666667
2022-05-22,-0.9253333333333333,4.329416666666666,-2.0484166666666663,13.072500000000002,-10.009999999999998,7.561666666666668,13.2625,18.033333333333335,13.850833333333332,20.2,14.191666666666666
2022-05-15,-0.9711666666666667,3.795649999999999,-2.0100833333333332,12.605833333333333,-10.356666666666666,6.738333333333333,13.3875,18.1,13.8425,20.041666666666668,14.249999999999998
2022-05-08,-0.6419999999999999,3.2148166666666658,-1.878,12.589166666666666,-11.609999999999998,6.613333333333333,13.545833333333333,18.308333333333334,13.134166666666665,19.183333333333334,14.341666666666667
2022-05-01,-0.6345,2.9203999999999994,-1.9996666666666667,13.153333333333334,-11.36,7.678333333333335,13.9625,18.425,13.600833333333332,19.975,14.583333333333334
2022-04-24,-1.1210833333333332,0.7345666666666661,-2.6199166666666662,11.455083333333333,-11.926666666666664,7.6416666666666675,13.7875,17.825,13.959166666666667,19.14166666666667,13.930000000000001
2022-04-17,-1.4078333333333333,-0.2887666666666672,-3.12575,10.913416666666667,-12.679166666666667,6.259166666666667,14.325,17.84166666666667,13.984166666666667,18.941666666666666,13.713333333333333
2022-04-10,-2.2045,-1.5696000000000006,-3.8024166666666663,10.275083333333333,-13.279166666666667,6.18,14.919166666666667,17.174999999999997,14.51083333333333,18.141666666666666,13.084999999999999
2022-04-03,-3.5370000000000004,-2.156183333333334,-4.6465,10.097583333333333,-14.921666666666667,7.514166666666668,12.265833333333333,16.474999999999998,13.902499999999998,17.616666666666667,12.153333333333332
2022-03-27,-4.769500000000001,-3.2328500000000004,-5.889583333333333,8.627583333333334,-16.717499999999998,6.165833333333334,11.5025,14.113183333333332,13.139999999999999,16.45,10.7501
2022-03-20,-5.658416666666667,-2.3853500000000003,-5.82125,7.094249999999999,-16.58416666666667,5.599500000000001,10.151666666666666,11.379850000000001,11.747499999999999,15.666666666666668,10.171766666666667
2022-03-13,-6.960083333333333,-3.0036833333333335,-7.124583333333333,3.81925,-17.175833333333333,5.352,8.093333333333334,9.385683333333333,10.069166666666666,13.985,8.416766666666666
2022-03-06,-6.8875833333333345,-2.317016666666667,-7.256249999999999,4.92925,-17.990833333333335,5.0328333333333335,7.441666666666667,9.119016666666667,10.6825,13.743333333333332,8.408433333333333
2022-02-27,-7.3092500000000005,-2.989516666666667,-8.217083333333333,4.60925,-18.674166666666668,3.8495833333333342,7.449999999999999,7.708183333333333,10.150833333333333,13.426666666666668,7.899266666666667
2022-02-20,-7.880916666666667,-3.629916666666667,-8.867916666666666,4.07175,-19.741666666666667,3.819583333333334,6.863333333333334,6.687349999999999,8.925833333333333,12.910000000000002,7.2351
2022-02-13,-8.350916666666668,-2.689916666666667,-9.246666666666666,3.4909166666666667,-19.41583333333333,1.982916666666667,6.471666666666666,6.520683333333334,8.784166666666666,12.091666666666667,6.918433333333334
